epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.018004115270097057,0.10630933544303797,0.49416534810126583
0,8.984654664993286,0.013801518358043968,0.6073260927505335,0.8644056503198292,0.004303255625352072,0.853639240506329,0.9787381329113924
1,17.826037406921387,0.0029424838788771664,0.8946395255863534,0.9926705756929634,0.002101501267398942,0.9124802215189877,0.9851661392405064
2,26.619580268859863,0.0019095562575166538,0.9285214552238804,0.9964518923240948,0.0015453546102780589,0.9340387658227846,0.986946202531646
3,35.31637215614319,0.001455772895368932,0.9450626332622601,0.9976345948827294,0.0012063681245343084,0.9454113924050631,0.9876384493670884
4,44.13085412979126,0.0011775931256559128,0.9554404317697226,0.9982176172707887,0.0009587946419684798,0.9538172468354431,0.9882318037974682
5,52.9662811756134,0.0009902404146646263,0.9620202558635395,0.9986840351812364,0.0008134972251378092,0.9588607594936708,0.9886273734177214
6,61.74485802650452,0.0008612756544390492,0.9674007196162046,0.9988172974413642,0.0007408694133993798,0.9613330696202533,0.9885284810126586
7,70.58723998069763,0.000772581503628246,0.9703324893390185,0.9988506130063964,0.0006687200977259773,0.9631131329113924,0.9885284810126583
8,79.27702975273132,0.0006945364074122507,0.973081023454158,0.9989505597014922,0.0006127604726396937,0.9662776898734177,0.988528481012658
9,88.13437294960022,0.0006421631902579407,0.9752631929637524,0.9988839285714285,0.0005785175825955857,0.9660799050632912,0.9887262658227851
10,97.16731762886047,0.0005912377370527874,0.9768789978678027,0.999067164179104,0.0005072486153235504,0.9698378164556962,0.9887262658227847
11,106.06874513626099,0.0005561025074270088,0.978378198294243,0.9991171375266523,0.0004794670282558687,0.9702333860759493,0.9887262658227847
12,114.94341254234314,0.0005222872314101674,0.9798107675906187,0.9990671641791049,0.00048273517789691777,0.970431170886076,0.9887262658227851
13,124.03715562820435,0.0004949132937117356,0.9805270522388055,0.9991504530916845,0.0004302157314058708,0.972112341772152,0.9888251582278481
14,132.77182579040527,0.00047085560744192435,0.9815265191897656,0.999183768656716,0.0004238160117605316,0.9737935126582278,0.988726265822785
15,141.68704843521118,0.0004474750583071005,0.9819762793176966,0.9991837686567164,0.00044459527149067764,0.9719145569620254,0.9887262658227847
16,150.55606770515442,0.00042767870056354556,0.9833921908315568,0.9992337420042636,0.00042506601410630406,0.9729034810126586,0.9886273734177218
17,159.3070878982544,0.0004120186286856673,0.9839085820895526,0.999183768656717,0.0003584174469094102,0.9749802215189873,0.9888251582278479
18,168.12750053405762,0.0003965625681745352,0.9841917643923248,0.9992170842217483,0.00035996127640580954,0.9740901898734179,0.9889240506329114
19,176.8394808769226,0.00037733559068024307,0.985107942430703,0.9992337420042644,0.0003613334710441645,0.9749802215189874,0.9888251582278479
