epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.018032061619849146,0.0988924050632911,0.5000988924050633
0,8.409830331802368,0.012219242502385189,0.6087753198294242,0.8939398987206822,0.0032415858556846555,0.8769778481012657,0.9816060126582278
1,16.973514080047607,0.002399469630222824,0.9119636194029852,0.9948360874200425,0.0016838216053909926,0.9264240506329113,0.9866495253164553
2,25.585965633392334,0.0015371546475911766,0.9419642857142851,0.9976512526652451,0.0012091377969607243,0.9451147151898734,0.9875395569620256
3,33.93311405181885,0.0011615258458974977,0.9561234008528785,0.9983175639658851,0.0009387319227980816,0.9536194620253162,0.9883306962025313
4,42.240379333496094,0.000950771098611935,0.9637193496801713,0.9987173507462688,0.0007556090066471004,0.9600474683544304,0.9884295886075948
5,51.115224838256836,0.0008169303023961808,0.9684168443496813,0.9988506130063964,0.0006489979025935074,0.9650909810126583,0.9886273734177212
6,60.051652908325195,0.0007264925235411275,0.9719816098081022,0.9989339019189764,0.0006074073704969376,0.9650909810126584,0.9887262658227851
7,68.75250220298767,0.0006598094382374459,0.9748300906183371,0.9990338486140722,0.0005668174185590449,0.9667721518987338,0.9888251582278481
8,77.52592182159424,0.0006040695890002861,0.9761960287846484,0.9990171908315564,0.0005070775971633544,0.9692444620253164,0.9887262658227851
9,86.21762943267822,0.0005643950895776656,0.9780617004264391,0.9991004797441361,0.0004906518509449573,0.9691455696202533,0.9886273734177212
10,95.06306385993958,0.0005261078942784308,0.9795442430703624,0.9991337953091686,0.0004448694362623957,0.971123417721519,0.9886273734177218
11,104.10471487045288,0.0004969539554806544,0.980626998933902,0.9991837686567164,0.0004237166748409922,0.9719145569620254,0.9888251582278479
12,113.10968470573425,0.0004699708809686411,0.9813432835820901,0.9991504530916848,0.0004160916333960272,0.9723101265822787,0.9888251582278479
13,123.33662509918213,0.0004482412674281968,0.9825759594882731,0.9992337420042641,0.0003747852081261633,0.9739912974683546,0.9888251582278479
14,133.19263410568237,0.0004265644775494671,0.9827425373134329,0.9992337420042636,0.0003694237876412514,0.9739912974683547,0.9888251582278479
15,141.96663212776184,0.00040764680600103106,0.9838419509594888,0.9992337420042652,0.0003829306751349922,0.9732001582278484,0.9888251582278479
16,150.49095225334167,0.0003915864508676612,0.9845915511727081,0.9992503997867801,0.00035901938199573656,0.974584651898734,0.9888251582278479
17,159.12757515907288,0.00037653691435134986,0.9853411513859275,0.9992837153518119,0.0003202714551489522,0.975474683544304,0.9888251582278479
18,167.676607131958,0.00036208326981995167,0.985774253731343,0.9992837153518116,0.0003232691680255536,0.9749802215189874,0.9888251582278479
19,176.15764594078064,0.00034767799006813735,0.9861240671641791,0.9992837153518132,0.0003319954939538719,0.9757713607594937,0.988726265822785
