,module,param,comp,size,shape,prunable
0,conv1,weight,2.100840287730146,500,"(20, 1, 5, 5)",True
1,conv1,bias,2.857142905799711,20,"(20,)",True
2,conv2,weight,2.0310342197682205,25000,"(50, 20, 5, 5)",True
3,conv2,bias,2.083333379899463,50,"(50,)",True
4,fc1,weight,2.0251626570221704,400000,"(500, 800)",True
5,fc1,bias,2.2123894190412976,500,"(500,)",True
6,fc2,weight,1.0,5000,"(10, 500)",False
7,fc2,bias,1.0,10,"(10,)",False
