,module,param,comp,size,shape,prunable
0,conv1,weight,1.0288065813339102,500,"(20, 1, 5, 5)",True
1,conv1,bias,1.0526315921561542,20,"(20,)",True
2,conv2,weight,1.3786258308769919,25000,"(50, 20, 5, 5)",True
3,conv2,bias,1.0204081434053665,50,"(50,)",True
4,fc1,weight,4.785432983836072,400000,"(500, 800)",True
5,fc1,bias,1.0309278046442463,500,"(500,)",True
6,fc2,weight,1.0,5000,"(10, 500)",False
7,fc2,bias,1.0,10,"(10,)",False
