epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.018057744148411322,0.1001780063291139,0.46954113924050633
0,9.418823957443237,0.009769216921529983,0.6938632729211089,0.9286713752665243,0.0027175051185208132,0.8885482594936712,0.9844738924050632
1,19.640501737594604,0.0023291373813052216,0.9110974147121538,0.9950359808102351,0.0017567651533842953,0.9229628164556961,0.987341772151899
2,28.990511417388916,0.0016663457489888205,0.9370835554371001,0.9972847814498942,0.0013240289242471765,0.9403678797468353,0.9880340189873414
3,38.25175476074219,0.0012826226874570379,0.9515425106609808,0.9979677505330493,0.0010274759637629556,0.9499604430379746,0.9882318037974682
4,47.481085538864136,0.001040836674350399,0.9604211087420043,0.9984674840085289,0.0008168890708245122,0.9573773734177218,0.988429588607595
5,56.97670388221741,0.0008773619908457699,0.9665844882729208,0.9987006929637527,0.0006935830502421777,0.9633109177215186,0.9887262658227851
6,66.56607270240784,0.0007673908296641387,0.9703158315565038,0.9987839818763323,0.0006633185281730851,0.9625197784810129,0.9886273734177212
7,77.52876949310303,0.0006890268144962283,0.9732142857142863,0.9988839285714287,0.000609786005653301,0.9656843354430379,0.9886273734177212
8,87.896164894104,0.0006211385748671569,0.9754297707889121,0.9989672174840083,0.000540099912495286,0.9690466772151899,0.9886273734177212
9,97.42790174484253,0.0005742437368793002,0.9773287579957353,0.9990171908315564,0.0005119624320516926,0.9698378164556962,0.9887262658227851
10,106.66889786720276,0.0005300686042824097,0.9796275319829421,0.9990838219616208,0.00045686797859990653,0.9709256329113926,0.9887262658227851
11,116.4529983997345,0.000497939860427639,0.9804437633262254,0.9990505063965884,0.00042995349742882297,0.9727056962025317,0.9887262658227851
12,125.93565249443054,0.00046510085554000167,0.9813599413646054,0.9992337420042644,0.0004407712196345667,0.9721123417721518,0.9887262658227851
13,135.42628407478333,0.00044184180031439245,0.9820762260127931,0.9992170842217477,0.0003829147061090144,0.9742879746835443,0.9887262658227849
14,144.471107006073,0.00041854058868680673,0.9834255063965882,0.9992670575692959,0.00038310143004827884,0.974189082278481,0.9887262658227851
15,154.04751014709473,0.00039802904975736315,0.9842084221748397,0.9992670575692967,0.00040976006665557744,0.9731012658227848,0.9887262658227851
16,163.4304301738739,0.00038002208559098703,0.9849080490405115,0.9993170309168441,0.00036763256694433074,0.9742879746835443,0.9887262658227851
17,172.48821878433228,0.00036378202414803345,0.9854577558635398,0.999283715351813,0.00033124344148561694,0.97626582278481,0.9888251582278481
18,181.54301595687866,0.00034947579395419896,0.9860740938166312,0.999350346481876,0.0003329180317594572,0.975276898734177,0.9887262658227849
