epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.017977938857636877,0.10245253164556962,0.5267998417721518
0,8.770593404769897,0.017794479880092737,0.31723081023454164,0.7233308901918978,0.01747435972660403,0.6223299050632912,0.8773734177215188
1,17.640860080718994,0.015024047457118602,0.7071062100213212,0.9377165511727079,0.008091924900684177,0.775415348101266,0.9769580696202529
2,26.69098973274231,0.004452603275645402,0.8543110341151386,0.9897887793176972,0.002861729851788311,0.8872626582278482,0.9831882911392406
3,35.44460368156433,0.00262961657901507,0.9016524520255869,0.9941031449893389,0.00214474426421832,0.9087223101265822,0.9854628164556961
4,44.44390344619751,0.0021050730149255663,0.9204091151385925,0.9959355010660982,0.0017647304665370956,0.924248417721519,0.9865506329113922
5,53.170976400375366,0.001767100817682758,0.9336687100213222,0.997001599147122,0.0014927880175388125,0.9351265822784812,0.987440664556962
6,61.95051574707031,0.0015275622338259125,0.9415644989339018,0.9975679637526653,0.0013226054813193391,0.9418512658227846,0.9880340189873417
7,70.74005961418152,0.0013499825794834578,0.9489605543710018,0.9980510394456288,0.0011732371127851087,0.9466969936708859,0.9879351265822784
8,79.70753741264343,0.0012028112289940581,0.9541411247334753,0.9982509328358206,0.0010583254031500263,0.9511471518987341,0.9883306962025316
9,88.85116052627563,0.0010938590403267946,0.958605410447761,0.9984674840085287,0.0009747071449458452,0.9531249999999999,0.9885284810126583
10,97.87263941764832,0.0010004380230989448,0.9621368603411522,0.9986840351812368,0.0008709055613899527,0.9562895569620251,0.9885284810126583
11,106.81156039237976,0.0009296752358806616,0.9647521321961616,0.9986840351812372,0.0008050941416536551,0.9587618670886079,0.9885284810126583
12,115.55713701248169,0.0008702906361693682,0.9663845948827291,0.9988172974413646,0.0007655339604177324,0.9604430379746838,0.9885284810126583
13,124.48327112197876,0.0008165323532492757,0.9681170042643925,0.9988339552238806,0.0007011948115707381,0.9614319620253162,0.9886273734177212
14,133.2418658733368,0.0007724672724278884,0.9701325959488273,0.9989505597014926,0.0006851328617594383,0.9631131329113922,0.9886273734177212
15,142.1501817703247,0.0007320112394065219,0.9718816631130067,0.9989172441364604,0.0006686319257720315,0.9617286392405066,0.9886273734177212
16,150.91176843643188,0.0006975840219221553,0.9728811300639665,0.9989838752665238,0.0006286888629468115,0.9663765822784809,0.9886273734177212
17,159.61554145812988,0.0006677357102852262,0.9740305170575692,0.9989005863539443,0.0005764465210942738,0.9657832278481013,0.9886273734177212
18,168.39904117584229,0.0006430880349032138,0.9745469083155655,0.9990005330490411,0.0005623510599008703,0.966376582278481,0.9887262658227851
19,177.29726219177246,0.0006158071214088428,0.9756296641791049,0.9990005330490401,0.00054859517608805,0.9676621835443038,0.9886273734177212
