,module,param,comp,size,shape,prunable
0,conv1,weight,1.165501192058188,500,"(20, 1, 5, 5)",True
1,conv1,bias,1.1111111405455043,20,"(20,)",True
2,conv2,weight,4.1694462824448495,25000,"(50, 20, 5, 5)",True
3,conv2,bias,3.8461539872299335,50,"(50,)",True
4,fc1,weight,25.884940821090314,400000,"(500, 800)",True
5,fc1,bias,20.833333152242833,500,"(500,)",True
6,fc2,weight,1.0,5000,"(10, 500)",False
7,fc2,bias,1.0,10,"(10,)",False
