,module,param,comp,size,shape,prunable
0,conv1,weight,1.984126952214697,500,"(20, 1, 5, 5)",True
1,conv1,bias,1.0526315921561542,20,"(20,)",True
2,conv2,weight,43.17789403672049,25000,"(50, 20, 5, 5)",True
3,conv2,bias,1.2195122057593062,50,"(50,)",True
4,fc1,weight,677.9660761818681,400000,"(500, 800)",True
5,fc1,bias,2.040816286810733,500,"(500,)",True
6,fc2,weight,1.0,5000,"(10, 500)",False
7,fc2,bias,1.0,10,"(10,)",False
