epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.017991235974846,0.1016613924050633,0.49030854430379744
0,8.823640823364258,0.017985786019421347,0.10236207356076751,0.5070962153518126,0.01798312417879889,0.1016613924050633,0.5054390822784809
1,17.992449045181274,0.01798097057335539,0.11042444029850741,0.514858742004265,0.01797963457205628,0.11224287974683542,0.5054390822784809
2,26.828307151794434,0.017979065575865285,0.11230676972281442,0.5160414445628994,0.017978129696242424,0.11224287974683542,0.5054390822784809
3,35.66869068145752,0.017978390587418316,0.11230676972281459,0.515991471215352,0.017977449382784998,0.11224287974683542,0.5127571202531644
4,44.64634609222412,0.01797808148364015,0.11230676972281448,0.5164745469083165,0.017977197359822967,0.11224287974683542,0.5127571202531644
5,53.56608200073242,0.01797793437041707,0.11230676972281452,0.5162579957356079,0.01797703688940669,0.11224287974683542,0.515625
6,62.50514888763428,0.017977917269031116,0.11230676972281453,0.5177238805970149,0.01797695750299889,0.11224287974683542,0.515625
7,71.65766835212708,0.017977855317215165,0.11230676972281448,0.5163746002132192,0.017976904405823235,0.11224287974683542,0.515625
8,80.67803049087524,0.017977839355656836,0.11230676972281446,0.5171908315565038,0.017976831361840046,0.11224287974683542,0.515625
9,89.57212662696838,0.01797784981268173,0.11230676972281449,0.5164079157782521,0.017976841877532904,0.11224287974683542,0.515625
10,98.51279854774475,0.01797782765157314,0.11230676972281455,0.5171408582089547,0.01797682822599441,0.11224287974683542,0.515625
11,107.51322484016418,0.01797778045794348,0.11230676972281446,0.5170908848614066,0.017976723281265823,0.11224287974683542,0.515625
12,116.28379487991333,0.01797771531302158,0.11230676972281453,0.5192064232409379,0.017976685651118242,0.11224287974683542,0.515625
13,125.07830214500427,0.017977750242582528,0.11230676972281448,0.5171408582089547,0.01797666282782072,0.11224287974683542,0.515625
14,133.90671610832214,0.017977687023850154,0.1123067697228145,0.5171408582089548,0.01797664035818999,0.11224287974683542,0.515625
15,142.60946774482727,0.017977658849852945,0.11230676972281446,0.5170908848614073,0.017976604543531997,0.11224287974683542,0.515625
16,151.36411046981812,0.017977690022351393,0.11230676972281448,0.5171408582089561,0.01797652018221119,0.11224287974683542,0.515625
17,160.22293543815613,0.017977603876006117,0.11230676972281459,0.5171408582089551,0.017976503960693935,0.11224287974683542,0.515625
18,168.94346952438354,0.017977537555512832,0.11230676972281443,0.5209388326226011,0.017976447397583646,0.11224287974683542,0.515625
19,177.56144618988037,0.017977511645284792,0.11230676972281449,0.5170908848614066,0.017976402741255632,0.11224287974683542,0.515625
